Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
4,"M SU, G SHI, R XIE, A Fu",Multi-element based on proxy re-encryption scheme for mobile cloud computing [J],2015,Journal on Communications,,,"https://scholar.google.com/scholar?cites=17033760799419504101&as_sdt=2005&sciodt=0,5&hl=en&num=20",186
1,"M Usha, P Malathi, M PushpaRani",Security threats in mobile cloud computing,2015,Int. J. Res. Sci. Eng. Technol.,ijrset.in,http://ijrset.in/20152175.pdf,"https://scholar.google.com/scholar?cites=17177907824606182617&as_sdt=2005&sciodt=0,5&hl=en&num=20",192
4,"M Whaiduzzaman, A Gani, A Naveed",Towards enhancing resource scarce cloudlet performance in mobile cloud computing,2015,Computer Science & …,aircconline.com,http://aircconline.com/csit/csit535.pdf#page=11,"https://scholar.google.com/scholar?cites=12435421935791943331&as_sdt=2005&sciodt=0,5&hl=en&num=20",128
7,"M Yu, G Huang, X Wang, Y Zhang…",JavaScript Offloading for Web Applications in Mobile-Cloud Computing,2015,Mobile Services (MS) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7226700/,"https://scholar.google.com/scholar?cites=5801109068710762954&as_sdt=2005&sciodt=0,5&hl=en&num=20",136
17,"MA Marotta, LR Faganello, MAK Schimuneck…",Managing mobile cloud computing considering objective and subjective perspectives,2015,Computer Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128615003667,"https://scholar.google.com/scholar?cites=18377434815296540242&as_sdt=2005&sciodt=0,5&hl=en&num=20",42
2,"MF Al-Hunaity, J Alshaer, O Dorgham, H Farraj",Security Model for Communication and Exchanging Data in Mobile Cloud Computing,2015,International Journal of Computer …,,,"https://scholar.google.com/scholar?cites=13604396640611661554&as_sdt=2005&sciodt=0,5&hl=en&num=20",179
6,"MF Ali, A Bashar, A Shah",SmartCrowd: Novel Approach to Big Crowd Management using Mobile Cloud Computing,2015,"Cloud Computing (ICCC), 2015 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7149656/,"https://scholar.google.com/scholar?cites=10702220325565768820&as_sdt=2005&sciodt=0,5&hl=en&num=20",111
1,"MG Arani, N Moghadasi",An energy-efficient approach based on learning automata in mobile cloud computing,2015,International Journal of Grid and Distributed …,earticle.net,http://www.earticle.net/Article.aspx?sn=253940,"https://scholar.google.com/scholar?cites=289086031461480337&as_sdt=2005&sciodt=0,5&hl=en&num=20",191
23,"MH Chen, B Liang, M Dong",A semidefinite relaxation approach to mobile cloud offloading with computing access point,2015,Signal Processing Advances in …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7227025/,"https://scholar.google.com/scholar?cites=4173258803929578038&as_sdt=2005&sciodt=0,5&hl=en&num=20",59
1,"MH Mohammed, F Baothman",Intelligent workload management of computing resource allocation for mobile cloud computing,2015,Int. J. Comput. Org …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/13b8/459b19da780bd831682d6dde1d78fa832152.pdf,"https://scholar.google.com/scholar?cites=13400424979688293487&as_sdt=2005&sciodt=0,5&hl=en&num=20",219
5,"MK Saggi, AS Bhatia","A review on mobile cloud computing: Issues, Challenges and Solutions",2015,International Journal of Advanced …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/364b/79528e9c49d24cf3ac9971b1073a4ccb9d1f.pdf,"https://scholar.google.com/scholar?cites=3496254872884717043&as_sdt=2005&sciodt=0,5&hl=en&num=20",99
1,"MM Elwakil, RF Ibrahim, HA Hefny",New Architecture for Mobile GIS Cloud Computing,2015,New Architecture,researchgate.net,https://www.researchgate.net/profile/Hesham_Hefny/publication/309433917_New_Architecture_for_Mobile_GIS_Cloud_Computing/links/5824e6da08aeb45b588f513c/New-Architecture-for-Mobile-GIS-Cloud-Computing.pdf,"https://scholar.google.com/scholar?cites=2599818870914108551&as_sdt=2005&sciodt=0,5&hl=en&num=20",231
0,"MPS Sharma, SU Bohra",Mobile Cloud Computing: Its Challenges and Solutions,2015,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/6eb5/8d29033b7a6e24869d42efbac21dba392c8e.pdf,,322
11,"MR Baharon, Q Shi…",A new lightweight homomorphic encryption scheme for mobile cloud computing,2015,"… , Autonomic and Secure …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7363129/,"https://scholar.google.com/scholar?cites=10466382804197003549&as_sdt=2005&sciodt=0,5&hl=en&num=20",64
4,MR Momeni,"A Survey of Mobile Cloud Computing Advantages, Challenges and Approaches",2015,International Journal of Computer Science and …,ijcsbi.org,http://www.ijcsbi.org/index.php/ijcsbi/article/view/587,"https://scholar.google.com/scholar?cites=4041407067582962689&as_sdt=2005&sciodt=0,5&hl=en&num=20",114
8,"MR Rahimi, N Venkatasubramanian…",On optimal and fair service allocation in mobile cloud computing,2015,… on Cloud Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7364240/computer.org/computer.org/tcc,"https://scholar.google.com/scholar?cites=17783782064972545803&as_sdt=2005&sciodt=0,5&hl=en&num=20",89
0,"MS Swetha, MS Muneshwara, GN Anil",Mobile Cloud Computing (MCC) Enables Storage Smartness for Every Smart Mobile Agent,2015,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/af33/dac2dc0a9c509ec3d1ea20f2ed6a7054ff89.pdf,,299
3,"N Alsulami, MM Monowar",Data confidentiality and integrity in mobile cloud computing,2015,… of Emerging Trends in Computing and …,researchgate.net,https://www.researchgate.net/profile/Noha_Sulami/publication/281104799_Data_Confidentiality_and_Integrity_in_Mobile_Cloud_Computing/links/578a005308ae7a588eebbcbf/Data-Confidentiality-and-Integrity-in-Mobile-Cloud-Computing.pdf,"https://scholar.google.com/scholar?cites=4416580749174512659&as_sdt=2005&sciodt=0,5&hl=en&num=20",125
33,"N Aminzadeh, Z Sanaei, SH Ab Hamid","Mobile storage augmentation in mobile cloud computing: Taxonomy, approaches, and open issues",2015,Simulation Modelling Practice and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1569190X14000793,"https://scholar.google.com/scholar?cites=16342936882037395633&as_sdt=2005&sciodt=0,5&hl=en&num=20",26
2,"N Chen, H Li, R Deters",Collaboration & Mobile Cloud Computing,2015,IEEE CIC,,,"https://scholar.google.com/scholar?cites=4277845655833290532&as_sdt=2005&sciodt=0,5&hl=en&num=20",182
2,"N Chen, X Li, R Deters",Collaboration & Mobile Cloud-Computing: Using CoAP to Enable Resource-Sharing between Clouds of Mobile Devices,2015,Collaboration and Internet Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7423073/,"https://scholar.google.com/scholar?cites=2884696475857572125&as_sdt=2005&sciodt=0,5&hl=en&num=20",251
0,"N Cong, Y Shouyi, W Fang…",A unified energy efficiency and spectral efficiency tradeoff for mobile cloud computing in OFDM-based networks,2015,Connected Vehicles and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7447616/,,269
0,"N Dimokas, K Kalogirou, P Spanidis…",Auto-personalization from user needs and preferences in cloud computing: A mobile application paradigm,2015,"… (IISA), 2015 6th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7387957/,,289
0,"N Guetmi, MD Mechaoui, A Imine",Resilient Collaboration for Mobile Cloud Computing,2015,,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-01241505/,,368
11,"N Gupta, A Agarwal",Context aware mobile cloud computing,2015,Computing for Sustainable Global …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7100410/,"https://scholar.google.com/scholar?cites=14336585290245524479&as_sdt=2005&sciodt=0,5&hl=en&num=20",75
1,"N Kaur, P Singh",Delving into the Security Issues of Mobile Cloud Computing,2015,arXiv preprint arXiv:1602.05874,arxiv.org,https://arxiv.org/abs/1602.05874,"https://scholar.google.com/scholar?cites=14432029550745306463&as_sdt=2005&sciodt=0,5&hl=en&num=20",278
1,N Limon,Mobile Cloud Computing Applications For Smart Computing-A Study,2015,Scholedge International Journal of Multidisciplinary & …,thescholedge.org,http://thescholedge.org/index.php/sijmas/article/viewFile/109/81,"https://scholar.google.com/scholar?cites=8929517554226306922&as_sdt=2005&sciodt=0,5&hl=en&num=20",200
2,N Mashhadi,Authentication in mobile cloud computing by combining the tow factor Authentication and one time password token,2015,Ciência e Natura,redalyc.org,http://www.redalyc.org/html/4675/467547683029/,"https://scholar.google.com/scholar?cites=11506588047839465373&as_sdt=2005&sciodt=0,5&hl=en&num=20",160
3,"N Moghadasi, MG Arani…",A Novel Approach for Reduce Energy Consumption in Mobile Cloud Computing,2015,International Journal of …,search.proquest.com,http://search.proquest.com/openview/cfb19a87c26ca788cdc24defdb795a83/1?pq-origsite=gscholar&cbl=2026671,"https://scholar.google.com/scholar?cites=7981096327559537974&as_sdt=2005&sciodt=0,5&hl=en&num=20",131
17,"N Takahashi, H Tanaka…",Analysis of process assignment in multi-tier mobile cloud computing and application to edge accelerated web browsing,2015,Mobile Cloud Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7130892/,"https://scholar.google.com/scholar?cites=6002857125723931219&as_sdt=2005&sciodt=0,5&hl=en&num=20",37
6,"NM Dhanya, G Kousalya",Adaptive and Secure Application Partitioning for Offloading in Mobile Cloud Computing,2015,… Symposium on Security in Computing and …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-22915-7_5,"https://scholar.google.com/scholar?cites=649107734026246120&as_sdt=2005&sciodt=0,5&hl=en&num=20",126
5,"NR Darve, DP Theng",Comparison of biometric and non-biometric security techniques in mobile cloud computing,2015,Electronics and Communication …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7124895/,"https://scholar.google.com/scholar?cites=5716432143634877722&as_sdt=2005&sciodt=0,5&hl=en&num=20",124
6,"NT An, CT Huynh, BK Lee, CS Hong…",An efficient block classification for media healthcare service in mobile cloud computing,2015,Multimedia Tools and …,Springer,https://link.springer.com/article/10.1007/s11042-014-2039-6,"https://scholar.google.com/scholar?cites=16076431894300480911&as_sdt=2005&sciodt=0,5&hl=en&num=20",105
3,"O Sharma, H Saini",Experimental analysis of energy management techniques for mobile devices using cloud computing,2015,Green Computing and Internet of Things …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7380560/,"https://scholar.google.com/scholar?cites=7017026529229097139&as_sdt=2005&sciodt=0,5&hl=en&num=20",230
3,"O Valery, JC Chou, Y Tsao, P Liu…",A partial workload offloading framework in a mobile cloud computing context,2015,… -Oriented Computing and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7399090/,"https://scholar.google.com/scholar?cites=17463547967512797405&as_sdt=2005&sciodt=0,5&hl=en&num=20",342
0,"OS Nagesh, T Kumar",Secure Key Management in Mobile Cloud Computing,2015,,academicscience.co.in,http://academicscience.co.in/admin/resources/project/paper/f201509201442746976.pdf,,261
16,"P Angin, B Bhargava, Z Jin",A self-cloning agents based model for high-performance mobile-cloud computing,2015,"Cloud Computing (CLOUD), 2015 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7214058/,"https://scholar.google.com/scholar?cites=9499062213301810281&as_sdt=2005&sciodt=0,5&hl=en&num=20",55
3,"P Athwani, DP Vidyarthi",Resource discovery in Mobile Cloud Computing: A clustering based approach,2015,Electrical Computer and Electronics …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7456723/,"https://scholar.google.com/scholar?cites=13489575873934495894&as_sdt=2005&sciodt=0,5&hl=en&num=20",157
14,"P Kulkarni, R Khanai",Addressing mobile Cloud Computing security issues: A survey,2015,Communications and Signal Processing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7322756/,"https://scholar.google.com/scholar?cites=15338368442619059544&as_sdt=2005&sciodt=0,5&hl=en&num=20",49
4,"P Mvelase, Z Dlamini, A Dludla…",Integration of smart wearable mobile devices and cloud computing in South African healthcare,2015,eChallenges e-2015 …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7441084/,"https://scholar.google.com/scholar?cites=3123870078157303813&as_sdt=2005&sciodt=0,5&hl=en&num=20",158
4,"P Patel, R Patel",Security in CloneCloud for Mobile Cloud Computing,2015,"… and Network Technologies (CSNT), 2015 Fifth …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7280019/,"https://scholar.google.com/scholar?cites=2228954785857713348&as_sdt=2005&sciodt=0,5&hl=en&num=20",112
0,P Patil,SECURITY ISSUES IN MOBILE CLOUD COMPUTING,2015,,ijrcar.com,http://www.ijrcar.com/Volume_3_Issue_11/v3i1108.pdf,,253
4,"P Phuoc Hung, EN Huh",An adaptive procedure for task scheduling optimization in mobile cloud computing,2015,Mathematical Problems in Engineering,hindawi.com,https://www.hindawi.com/journals/mpe/2015/969027/abs/,"https://scholar.google.com/scholar?cites=12014416617451297454&as_sdt=2005&sciodt=0,5&hl=en&num=20",116
1,"P Singh, S Kaur, SS Sandhu",An Overview of Mobile Cloud Computing,2015,,researchgate.net,https://www.researchgate.net/profile/Prabhsimran_Singh2/publication/277076660_An_Overview_of_Mobile_Cloud_Computing/links/5560c34708ae86c06b64a7a0.pdf,"https://scholar.google.com/scholar?cites=6788166992973000905&as_sdt=2005&sciodt=0,5&hl=en&num=20",249
1,"P Wang, L Yang, GW Li",Mobile Cloud Computing System Components Composition Formal Verification Method Based on Space-Time Pi-Calculus,2015,International Conference on Cloud Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-38904-2_16,"https://scholar.google.com/scholar?cites=8351694728098066660&as_sdt=2005&sciodt=0,5&hl=en&num=20",206
8,"P Yuan, Y Guo, X Chen",Uniport: A uniform programming support framework for mobile cloud computing,2015,"Mobile Cloud Computing, Services …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7130871/,"https://scholar.google.com/scholar?cites=17987339808147713607&as_sdt=2005&sciodt=0,5&hl=en&num=20",95
3,"PC RAJAN, K Jayashree",A survey of mobile cloud computing for smart phones,2015,"International Journal of Science, Engineering …",ijsetr.org,http://ijsetr.org/wp-content/uploads/2015/06/IJSETR-VOL-4-ISSUE-6-2227-2229.pdf,"https://scholar.google.com/scholar?cites=1333808490963242922&as_sdt=2005&sciodt=0,5&hl=en&num=20",123
0,"PD Raut, DS Datar",REVIEW PAPER ON MOBILE CLOUD COMPUTING SECURITY,2015,Compusoft,search.proquest.com,http://search.proquest.com/openview/453b54376d3a7ee279a87bbcb88cee16/1?pq-origsite=gscholar&cbl=2032622,,275
7,"PK Thakur, A Verma",Review on Various Techniques of Energy Saving in Mobile Cloud Computing,2015,Advanced Computing & Communication …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7079140/,"https://scholar.google.com/scholar?cites=13050960389472550886&as_sdt=2005&sciodt=0,5&hl=en&num=20",93
1,"PK Thakur, A Verma",Process Batch Offloading Method for Mobile-Cloud Computing Platform,2015,Journal of Cases on Information Technology …,igi-global.com,https://www.igi-global.com/article/process-batch-offloading-method-for-mobile-cloud-computing-platform/148161,"https://scholar.google.com/scholar?cites=15276008979417931967&as_sdt=2005&sciodt=0,5&hl=en&num=20",208
13,"Q Zhu, X Zhang",Game-theory based power and spectrum virtualization for maximizing spectrum efficiency over mobile cloud-computing wireless networks,2015,"… Sciences and Systems (CISS), 2015 49th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7086818/,"https://scholar.google.com/scholar?cites=1414781632508003621&as_sdt=2005&sciodt=0,5&hl=en&num=20",47
6,"Q Zhu, X Zhang",Bayesian-game based power and spectrum virtualization for maximizing spectrum efficiency over mobile cloud-computing wireless networks,2015,Computer Communications Workshops …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7179414/,"https://scholar.google.com/scholar?cites=16653235618599684259&as_sdt=2005&sciodt=0,5&hl=en&num=20",103
2,"Q Zou, J Wang, X Chen",Secure Encrypted Image Search in Mobile Cloud Computing,2015,Broadband and Wireless Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7424891/,"https://scholar.google.com/scholar?cites=6944857477772356327&as_sdt=2005&sciodt=0,5&hl=en&num=20",151
10,"R Achary, V Vityanathan, P Raj…",Dynamic job scheduling using ant colony optimization for mobile cloud computing,2015,Intelligent Distributed …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-11227-5_7,"https://scholar.google.com/scholar?cites=15026530847508277319&as_sdt=2005&sciodt=0,5&hl=en&num=20",52
14,"R Cimler, J Matyska, L Balík, J Horalek…",Security issues of mobile application using cloud computing,2015,… European Conference for …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-13572-4_29,"https://scholar.google.com/scholar?cites=14041456571169362564&as_sdt=2005&sciodt=0,5&hl=en&num=20",74
7,"R Loomba, L Shi, B Jennings, R Friedman…",Energy-aware collaborative sensing for multiple applications in mobile cloud computing,2015,… Informatics and Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S2210537915000384,"https://scholar.google.com/scholar?cites=10712067806763730716&as_sdt=2005&sciodt=0,5&hl=en&num=20",90
29,"R Matos, J Araujo, D Oliveira, P Maciel…",Sensitivity analysis of a hierarchical model of mobile cloud computing,2015,… Modelling Practice and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1569190X14000616,"https://scholar.google.com/scholar?cites=5326804238614093541&as_sdt=2005&sciodt=0,5&hl=en&num=20",25
16,"R Yu, J Ding, S Maharjan, S Gjessing…",Decentralized and optimal resource cooperation in geo-distributed mobile cloud computing,2015,… on Emerging Topics …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7268883/,"https://scholar.google.com/scholar?cites=8774557338817133433&as_sdt=2005&sciodt=0,5&hl=en&num=20",50
2,"RC Marin, RI Ciobanu, R Pasea…",Context-awareness in opportunistic mobile cloud computing,2015,… Cloud Computing …,books.google.com,https://books.google.com/books?hl=en&lr=&id=V2vCCAAAQBAJ&oi=fnd&pg=PA203&dq=+%22mobile+cloud+computing%22&ots=CZ7l-UVeNK&sig=nWp9U-YdXPVznOkSYFK-qXj0ZRc,"https://scholar.google.com/scholar?cites=18196006205988361535&as_sdt=2005&sciodt=0,5&hl=en&num=20",172
0,RK Lomotey,Cloud Services Brokerage for Mobile Ubiquitous Computing,2015,,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.851.7437&rep=rep1&type=pdf,,364
0,RR Raval,Performance analysis and design for mobile cloud computing on various platforms,2015,,ir.inflibnet.ac.in,http://ir.inflibnet.ac.in:8080/jspui/bitstream/10603/128895/4/04_acknowlegdement.pdf,,314
15,"S Abolfazli, A Gani, M Chen",Hmcc: A hybrid mobile cloud computing framework exploiting heterogeneous resources,2015,Mobile Cloud Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7130881/,"https://scholar.google.com/scholar?cites=18119804954230623330&as_sdt=2005&sciodt=0,5&hl=en&num=20",54
17,"S Abolfazli, Z Sanaei, MH Sanaei, M Shojafar, A Gani","Mobile cloud computing: The-state-of-the-art, challenges, and future research",2015,,eprints.um.edu.my,http://eprints.um.edu.my/11347/,"https://scholar.google.com/scholar?cites=16336509718787824726&as_sdt=2005&sciodt=0,5&hl=en&num=20",34
2,"S Chinu, S Kaushal",Cloud Path selection using AHP for offloading in mobile cloud computing,2015,Proceedings of 2nd IEEE RAECS UIET Panjab …,,,"https://scholar.google.com/scholar?cites=2412974252656855511&as_sdt=2005&sciodt=0,5&hl=en&num=20",176
87,"S Deng, L Huang, J Taheri…",Computation offloading for service workflow in mobile cloud computing,2015,IEEE Transactions on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6987330/,"https://scholar.google.com/scholar?cites=6369644614801079544&as_sdt=2005&sciodt=0,5&hl=en&num=20",10
5,"S Dey, S Sampalli, Q Ye",A context-adaptive security framework for mobile cloud computing,2015,Mobile Ad-hoc and Sensor Networks …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7420929/,"https://scholar.google.com/scholar?cites=9987132281984754949&as_sdt=2005&sciodt=0,5&hl=en&num=20",129
0,"S Feng, S Zhao, S Feng, Y Zhang",Remote Protection for Mobile Apps in Cloud Computing Environments,2015,… Technology and Automation …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7473389/,,358
0,S Hu,A Mobile Solution for Diabetic Retinopathy Screening Based on Cloud Computing,2015,,theses.lib.polyu.edu.hk,http://theses.lib.polyu.edu.hk/handle/200/8182,,272
90,"S Li, HT Pham, MS Karunarathne, YS Lee…",A mobile cloud computing framework integrating multilevel encoding for performance monitoring in telerehabilitation,2015,Mathematical …,hindawi.com,https://www.hindawi.com/journals/mpe/aa/617840/abs/,"https://scholar.google.com/scholar?cites=9480273197176825940&as_sdt=2005&sciodt=0,5&hl=en&num=20",8
3,"S Parte, N Dehariya","Cloud computing: issues regarding security, applications and mobile cloud computing",2015,Int. J. Advanc. Res. Comp. Sci. Softw. Eng,,,"https://scholar.google.com/scholar?cites=7532602408520391894&as_sdt=2005&sciodt=0,5&hl=en&num=20",139
0,"S Rathnapriya, S Sumithra",Techniques to Minimize State Transfer Cost for Dynamic Execution Offloading In Mobile Cloud Computing,2015,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/2dcb/d213092291012d2705536e93816d35d0f34a.pdf,,256
3,"S Tang, B Lv, G Chen, Z Peng, A Diene…",Efficient hardware implementation of PMI+ for low-resource devices in mobile cloud computing,2015,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X14002489,"https://scholar.google.com/scholar?cites=17970422206729978098&as_sdt=2005&sciodt=0,5&hl=en&num=20",167
0,"SA Nabi, D Gurram, MA Ali",Mobile hybrid Cloud computing for educational institutions: Mobihybrid educloud,2015,Innovations in Information …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7192961/,,317
0,SK Addala,A load distribution scheme for mobile cloud computing,2015,,search.proquest.com,http://search.proquest.com/openview/ef63a5b657f85af5f45dad1403c86ab3/1?pq-origsite=gscholar&cbl=18750&diss=y,,320
1,SM Atmakuri,A study of authentication techniques for mobile cloud computing,2015,,search.proquest.com,http://search.proquest.com/openview/ffdee28e384a29621cc07a1e549c9532/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?cites=16332060494882359169&as_sdt=2005&sciodt=0,5&hl=en&num=20",228
8,"SM Shamim, A Sarker, AN Bahar…",A Review on Mobile Cloud Computing,2015,International Journal of …,search.proquest.com,http://search.proquest.com/openview/4f9b59a0985477ef908436bb4f38cc3d/1?pq-origsite=gscholar&cbl=136216,"https://scholar.google.com/scholar?cites=8487025692877015599&as_sdt=2005&sciodt=0,5&hl=en&num=20",79
0,"SNZ Naqvi, D Preuveneers…",Opportunistic use of cloud computing for smart mobile applications: Realizing qo*-awareness with dynamic decision networks in execution,2015,International Journal on …,lirias.kuleuven.be,https://lirias.kuleuven.be/handle/123456789/499545,,303
0,"SP Tamizhselvi, V Muthuswamy",A Bayesian Gaussian approach for video streaming in mobile cloud computing,2015,Advances in Natural and …,go.galegroup.com,http://go.galegroup.com/ps/i.do?id=GALE%7CA420324661&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950772&p=AONE&sw=w,,329
1,"SS Pusey, JE Camargo, GM Díaz",Mobile Cloud Computing as an Alternative for Monitoring Child Mental Disorders,2015,International Conference on Smart …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-29175-8_4,"https://scholar.google.com/scholar?cites=15479521298303893908&as_sdt=2005&sciodt=0,5&hl=en&num=20",292
4,"SSA Naser, MA Ghosh, RR Atallah",Mobile Cloud Computing: Academic Services for Palestinian Higher Education Institutions (MCCAS),2015,International Journal of …,academia.edu,http://www.academia.edu/download/36550564/D03012227.pdf,"https://scholar.google.com/scholar?cites=17864831332983148562&as_sdt=2005&sciodt=0,5&hl=en&num=20",110
0,SSAN MAG,Mobile Cloud Computing: Academic Services for Palestinian Higher Education Institutions,2015,,philpapers.org,https://philpapers.org/rec/SAMMCC,,328
22,"T Le Vinh, S Bouzefrane, JM Farinone, A Attar…","Middleware to integrate mobile devices, sensors and cloud computing",2015,Procedia Computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050915008613,"https://scholar.google.com/scholar?cites=14966992587305063473&as_sdt=2005&sciodt=0,5&hl=en&num=20",53
1,"T Mirzoev, A Coleman, R Wacha-Bessert, B Lai…",Advances in Mobile Cloud Computing,2015,Retrieved January,oaji.net,http://oaji.net/articles/2015/567-1432290528.pdf,"https://scholar.google.com/scholar?cites=10366388399931040230&as_sdt=2005&sciodt=0,5&hl=en&num=20",202
0,T Ngwenya,Leveraging virtualization and cloud computing techniques for the next generation mobile communication networks,2015,,search.proquest.com,http://search.proquest.com/openview/5e17ee07bd3b86e363ac7a0dd8f094ea/1?pq-origsite=gscholar&cbl=18750&diss=y,,362
7,"T Shanshan, H Yongfeng",Towards efficient and secure access control system for mobile cloud computing,2015,China Communications,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7385527/,"https://scholar.google.com/scholar?cites=6174687694837948402&as_sdt=2005&sciodt=0,5&hl=en&num=20",81
17,T Soyata,Enabling Real-Time Mobile Cloud Computing through Emerging Technologies,2015,,books.google.com,https://books.google.com/books?hl=en&lr=&id=aUdLCgAAQBAJ&oi=fnd&pg=PR1&dq=+%22mobile+cloud+computing%22&ots=9DUliE2x-X&sig=CG_jLPIEfAZxLumyzLlXeMjMUjE,"https://scholar.google.com/scholar?cites=13703020904273378125&as_sdt=2005&sciodt=0,5&hl=en&num=20",39
53,"T Soyata, H Ba, W Heinzelman, M Kwon…",Accelerating mobile-cloud computing: A survey,2015,"… , Tools, and Applications",igi-global.com,https://www.igi-global.com/chapter/accelerating-mobile-cloud-computing/119941,"https://scholar.google.com/scholar?cites=13980091012093551833&as_sdt=2005&sciodt=0,5&hl=en&num=20",7
26,"T Zhao, S Zhou, X Guo, Y Zhao…",A cooperative scheduling scheme of local cloud and internet cloud for delay-aware mobile cloud computing,2015,Globecom Workshops (GC …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7414063/,"https://scholar.google.com/scholar?cites=7896383791584895848&as_sdt=2005&sciodt=0,5&hl=en&num=20",29
3,"TA Geumpana, F Rabhi, J Lewis…",Mobile cloud computing for disaster emergency operation: A systematic review,2015,… and Society (ISTAS) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7439422/,"https://scholar.google.com/scholar?cites=15409761737262025056&as_sdt=2005&sciodt=0,5&hl=en&num=20",135
0,TR SUGUNA,MOBILE-CLOUD: A FRAMEWORK OF CLOUD COMPUTING FOR MOBILE APPLICATIONS,2015,Proceedings of the UGC Sponsored National …,ijana.in,http://www.ijana.in/Special%20Issue/file10.pdf,,295
0,"TY Liang, YJ Li",A Mobile Cloud Computing System for Mathematical Computation,2015,International Journal of Grid and High Performance …,igi-global.com,https://www.igi-global.com/article/a-mobile-cloud-computing-system-for-mathematical-computation/141299,,239
6,"W Hou, R Zhang, W Qi, K Lu, J Wang…",A provident resource defragmentation framework for mobile cloud computing,2015,IEEE Transactions on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7265056/,"https://scholar.google.com/scholar?cites=17851078809368183214&as_sdt=2005&sciodt=0,5&hl=en&num=20",175
15,"V Kalpana, V Meena",Study on data storage correctness methods in mobile cloud computing,2015,Indian Journal of Science and Technology,indjst.org,http://www.indjst.org/index.php/indjst/article/viewFile/70094/54991,"https://scholar.google.com/scholar?cites=6600174578455526826&as_sdt=2005&sciodt=0,5&hl=en&num=20",38
