Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
10,"T Wang, P Wang, S Cai, Y Ma, A Liu…",A unified trustworthy environment establishment based on edge computing in industrial IoT,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8910386/,"https://scholar.google.com/scholar?cites=7708305580961294043&as_sdt=2005&sciodt=0,5&hl=en",124
8,"J Ren, H Wang, T Hou, S Zheng, C Tang",Federated learning-based computation offloading optimization in edge computing-supported internet of things,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8728285/,"https://scholar.google.com/scholar?cites=15537378899049208637&as_sdt=2005&sciodt=0,5&hl=en",125
12,"Y Liu, H Yu, S Xie, Y Zhang",Deep reinforcement learning for offloading and resource allocation in vehicle edge computing and networks,2019,IEEE Transactions on Vehicular …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8798668/,"https://scholar.google.com/scholar?cites=17748881265935575826&as_sdt=2005&sciodt=0,5&hl=en",126
3,"H Ning, X Liu, X Ye, J He, W Zhang…",Edge Computing-Based ID and nID Combined Identification and Resolution Scheme in IoT,2019,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8692393/,"https://scholar.google.com/scholar?cites=498672812777220103&as_sdt=2005&sciodt=0,5&hl=en",127
8,"Q He, G Cui, X Zhang, F Chen, S Deng…",A game-theoretical approach for user allocation in edge computing environment,2019,… on Parallel and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8823046/,"https://scholar.google.com/scholar?cites=12382380273821413495&as_sdt=2005&sciodt=0,5&hl=en",128
4,"Q Chen, X Ma, S Tang, J Guo, Q Yang…",F-cooper: feature based cooperative perception for autonomous vehicle edge computing system using 3D point clouds,2019,… on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363300,"https://scholar.google.com/scholar?cites=16631595681597435282&as_sdt=2005&sciodt=0,5&hl=en",129
5,"A Vladyko, A Khakimov, A Muthanna, AA Ateya…",Distributed edge computing to assist ultra-low-latency VANET applications,2019,Future Internet,mdpi.com,https://www.mdpi.com/1999-5903/11/6/128,"https://scholar.google.com/scholar?cites=3453342738223913201&as_sdt=2005&sciodt=0,5&hl=en",130
4,"L Lan, R Shi, B Wang, L Zhang",An IoT unified access platform for heterogeneity sensing devices based on edge computing,2019,IEEE access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8678754/,"https://scholar.google.com/scholar?cites=3609624278904330252&as_sdt=2005&sciodt=0,5&hl=en",131
3,"S Du, T Huang, J Hou, S Song, Y Song",FPGA based acceleration of game theory algorithm in edge computing for autonomous driving,2019,Journal of Systems Architecture,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383762118304934,"https://scholar.google.com/scholar?cites=2819342933832321945&as_sdt=2005&sciodt=0,5&hl=en",132
2,"L Baresi, DF Mendonça",Towards a serverless platform for edge computing,2019,2019 IEEE International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8821843/,"https://scholar.google.com/scholar?cites=11205771474931877922&as_sdt=2005&sciodt=0,5&hl=en",133
4,"G Qian, S Lu, D Pan, H Tang, Y Liu…",Edge computing: A promising framework for real-time fault diagnosis and dynamic control of rotating machines using multi-sensor data,2019,IEEE Sensors …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8642389/,"https://scholar.google.com/scholar?cites=10661142005526074132&as_sdt=2005&sciodt=0,5&hl=en",134
2,"J Qian, S Sengupta, LK Hansen",Active learning solution on distributed edge computing,2019,arXiv preprint arXiv:1906.10718,arxiv.org,https://arxiv.org/abs/1906.10718,"https://scholar.google.com/scholar?cites=4077016472497287112&as_sdt=2005&sciodt=0,5&hl=en",135
3,"Y Dong, G Xu, Y Ding, X Meng, J Zhao",A 'joint-me'task deployment strategy for load balancing in edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8762201/,"https://scholar.google.com/scholar?cites=10806136452368205173&as_sdt=2005&sciodt=0,5&hl=en",136
4,"F Dressler, GS Pannu, F Hagenauer…",Virtual Edge Computing Using Vehicular Micro Clouds,2019,2019 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8685481/,"https://scholar.google.com/scholar?cites=4494284065776123250&as_sdt=2005&sciodt=0,5&hl=en",137
2,"C Jiang, X Cheng, H Gao, X Zhou, J Wan",Toward Computation Offloading in Edge Computing: A Survey,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8821273/,"https://scholar.google.com/scholar?cites=16434867994211896389&as_sdt=2005&sciodt=0,5&hl=en",138
4,"M Caprolu, R Di Pietro, F Lombardi…","Edge computing perspectives: architectures, technologies, and open security issues",2019,… on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812214/,"https://scholar.google.com/scholar?cites=1621946632867208185&as_sdt=2005&sciodt=0,5&hl=en",139
4,"A Sayal, S Fathima, SST Nibhanupudi…",14.4 All-Digital Time-Domain CNN Engine Using Bidirectional Memory Delay Lines for Energy-Efficient Edge Computing,2019,… Solid-State Circuits …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8662510/,"https://scholar.google.com/scholar?cites=2966378510854214412&as_sdt=2005&sciodt=0,5&hl=en",140
7,"X Hu, L Wang, KK Wong, M Tao…",Edge and central cloud computing: A perfect pairing for high energy efficiency and low-latency,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8894168/,"https://scholar.google.com/scholar?cites=8004450662259415755&as_sdt=2005&sciodt=0,5&hl=en",141
4,"A Alnoman, SK Sharma, W Ejaz, A Anpalagan",Emerging edge computing technologies for distributed IoT systems,2019,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8715334/,"https://scholar.google.com/scholar?cites=17525297133591815425&as_sdt=2005&sciodt=0,5&hl=en",143
4,"M Gusev, B Koteska, M Kostoska…",A deviceless edge computing approach for streaming IoT applications,2019,IEEE Internet …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8662815/,"https://scholar.google.com/scholar?cites=3683870836435468097&as_sdt=2005&sciodt=0,5&hl=en",144
3,"A Al-Ameri, IA Lami",SOSE: Smart Offloading Scheme Using Computing Resources of Nearby Wireless Devices for Edge Computing Services,2019,… Conference for Emerging Technologies in Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-030-23943-5_5,"https://scholar.google.com/scholar?cites=13104876032878556322&as_sdt=2005&sciodt=0,5&hl=en",145
2,"Q Liu, T Han",DIRECT: Distributed Cross-Domain Resource Orchestration in Cellular Edge Computing,2019,Proceedings of the Twentieth ACM International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3323679.3326516,"https://scholar.google.com/scholar?cites=4201348782009305359&as_sdt=2005&sciodt=0,5&hl=en",146
6,"S Guo, X Hu, S Guo, X Qiu, F Qi",Blockchain meets edge computing: A distributed and trusted authentication system,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8818339/,"https://scholar.google.com/scholar?cites=13060402088494347044&as_sdt=2005&sciodt=0,5&hl=en",147
7,"Y Ren, F Zhu, J Qi, J Wang, AK Sangaiah",Identity Management and Access Control Based on Blockchain under Edge Computing for the Industrial Internet of Things,2019,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/9/10/2058,"https://scholar.google.com/scholar?cites=7313221784590527578&as_sdt=2005&sciodt=0,5&hl=en",148
5,"KV Pham, SB Tran, TV Nguyen, KS Min",Asymmetrical Training Scheme of Binary-Memristor-Crossbar-Based Neural Networks for Energy-Efficient Edge-Computing Nanoscale Systems,2019,Micromachines,mdpi.com,https://www.mdpi.com/2072-666X/10/2/141,"https://scholar.google.com/scholar?cites=9803763126305912146&as_sdt=2005&sciodt=0,5&hl=en",149
3,"A Gamatié, G Devic, G Sassatelli, S Bernabovi…",Towards Energy-Efficient Heterogeneous Multicore Architectures for Edge Computing,2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8689012/,"https://scholar.google.com/scholar?cites=2571937324976569858&as_sdt=2005&sciodt=0,5&hl=en",150
4,"CC Lin, DJ Deng, YL Chih…",Smart Manufacturing Scheduling With Edge Computing Using Multiclass Deep Q Network,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8676376/,"https://scholar.google.com/scholar?cites=6719199358160109445&as_sdt=2005&sciodt=0,5&hl=en",151
2,"W Zhan, C Luo, J Wang, G Min…",Deep reinforcement learning-based computation offloading in vehicular edge computing,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013982/,"https://scholar.google.com/scholar?cites=9384824952370404453&as_sdt=2005&sciodt=0,5&hl=en",152
3,"Y Shao, C Li, Z Fu, L Jia, Y Luo",Cost-effective replication management and scheduling in edge computing,2019,Journal of Network and Computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1084804519300013,"https://scholar.google.com/scholar?cites=15114757503098288575&as_sdt=2005&sciodt=0,5&hl=en",153
3,"G Lim, MJ Ham, J Moon, W Song…",TAOS-CI: lightweight & modular continuous integration system for edge computing,2019,2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8662017/,"https://scholar.google.com/scholar?cites=2002754115488682747&as_sdt=2005&sciodt=0,5&hl=en",154
3,"P Zhou, W Chen, S Ji, H Jiang, L Yu…",Privacy-preserving online task allocation in edge-computing-enabled massive crowdsensing,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8662620/,"https://scholar.google.com/scholar?cites=17781114481388664753&as_sdt=2005&sciodt=0,5&hl=en",155
5,"I Sittón-Candanedo, RS Alonso, Ó García, L Muñoz…","Edge computing, iot and social computing in smart energy scenarios",2019,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/19/15/3353,"https://scholar.google.com/scholar?cites=15265280374059820859&as_sdt=2005&sciodt=0,5&hl=en",156
3,"T Leppänen, J Riekki",Energy efficient opportunistic edge computing for the Internet of Things,2019,Web Intelligence,content.iospress.com,https://content.iospress.com/articles/web-intelligence/web190414,"https://scholar.google.com/scholar?cites=18222623788904144754&as_sdt=2005&sciodt=0,5&hl=en",157
2,"S Yerabolu, S Kim, S Gomena, X Li…",DeepMarket: An Edge Computing Marketplace with Distributed TensorFlow Execution Capability,2019,… -IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8845247/,"https://scholar.google.com/scholar?cites=2159955973901274417&as_sdt=2005&sciodt=0,5&hl=en",158
2,"Q Liu, T Han",VirtualEdge: Multi-Domain Resource Orchestration and Virtualization in Cellular Edge Computing,2019,2019 IEEE 39th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8884864/,"https://scholar.google.com/scholar?cites=956626209548199596&as_sdt=2005&sciodt=0,5&hl=en",159
2,"S Yin, J Bao, J Li, J Zhang",Real-time task processing method based on edge computing for spinning CPS,2019,Frontiers of Mechanical Engineering,Springer,https://link.springer.com/article/10.1007/s11465-019-0542-1,"https://scholar.google.com/scholar?cites=7745322103917244592&as_sdt=2005&sciodt=0,5&hl=en",160
2,"GS Ramachandran, SLG Contreras…",Publish-pay-subscribe protocol for payment-driven edge computing,2019,… in Edge Computing …,usenix.org,https://www.usenix.org/conference/hotedge19/workshop-program,"https://scholar.google.com/scholar?cites=14687964662283904405&as_sdt=2005&sciodt=0,5&hl=en",161
3,"L Wang, L Li, R Qiu",Edge Computing-based Differential Positioning Method for BeiDou Navigation Satellite System.,2019,TIIS,itiis.org,http://www.itiis.org/digital-library/manuscript/file/21970/TIISVol13No1-5.pdf,"https://scholar.google.com/scholar?cites=8494568364991021251&as_sdt=2005&sciodt=0,5&hl=en",162
2,"K Sha, TA Yang, W Wei, S Davari",A survey of edge computing based designs for IoT security,2019,Digital Communications and Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352864818303018,"https://scholar.google.com/scholar?cites=11248141018287512380&as_sdt=2005&sciodt=0,5&hl=en",163
2,"C Goertz, T Vits, C Eßmann",Edge Computing: The Third Major Step in the Evolution of Telco Networks,2019,Future Telco,Springer,https://link.springer.com/chapter/10.1007/978-3-319-77724-5_11,"https://scholar.google.com/scholar?cites=7616857426298220957&as_sdt=2005&sciodt=0,5&hl=en",164
2,KC Okafor,Dynamic reliability modeling of cyber-physical edge computing network,2019,International Journal of Computers and Applications,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2019.1600830,"https://scholar.google.com/scholar?cites=8979730749354822767&as_sdt=2005&sciodt=0,5&hl=en",165
2,"T Ogino, S Kitagami, N Shiratori",A Multi-agent Based Flexible IoT Edge Computing Architecture and Application to ITS [J],2019,Journal of Communications,researchgate.net,https://www.researchgate.net/profile/Tadashi_Ogino/publication/331497057_A_multi-agent_based_flexible_IoT_edge_computing_architecture_and_application_to_ITS/links/5d0775c4299bf12e7be71e6d/A-multi-agent-based-flexible-IoT-edge-computing-architecture-and-application-to-ITS.pdf,"https://scholar.google.com/scholar?cites=12618554994741873336&as_sdt=2005&sciodt=0,5&hl=en",166
4,"Z Yin, H Chen, F Hu",An advanced decision model enabling two-way initiative offloading in edge computing,2019,Future Generation Computer Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X17329527,"https://scholar.google.com/scholar?cites=13708538995077109590&as_sdt=2005&sciodt=0,5&hl=en",167
3,"W Sun, J Liu, Y Yue",AI-enhanced offloading in edge computing: when machine learning meets industrial IoT,2019,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8863729/,"https://scholar.google.com/scholar?cites=2892764789993982100&as_sdt=2005&sciodt=0,5&hl=en",168
2,"MS Munir, SF Abedin, NH Tran, Z Han…",A Multi-Agent System Toward the Green Edge Computing with Microgrid,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013574/,"https://scholar.google.com/scholar?cites=9437313671172978588&as_sdt=2005&sciodt=0,5&hl=en",169
5,"MGR Alam, MS Munir, MZ Uddin, MS Alam…",Edge-of-things computing framework for cost-effective provisioning of healthcare data,2019,Journal of Parallel and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0743731518306282,"https://scholar.google.com/scholar?cites=8370073241818005789&as_sdt=2005&sciodt=0,5&hl=en",170
2,"Y Niu, J Zhang, A Wang, C Chen",An efficient collision power attack on AES encryption in edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8630922/,"https://scholar.google.com/scholar?cites=13315310211022665304&as_sdt=2005&sciodt=0,5&hl=en",171
3,"Y Huang, K cai, R Zong, Y Mao",Design and implementation of an edge computing platform architecture using Docker and Kubernetes for machine learning,2019,… of the 3rd International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318265.3318288,"https://scholar.google.com/scholar?cites=2595338707032776281&as_sdt=2005&sciodt=0,5&hl=en",172
2,"S Pu, L Xie, M Ji, Y Zhao, W Liu, L Wang…",Real-time powerline corridor inspection by edge computing of UAV Lidar data,2019,Int. Arch. Photogramm …,d-nb.info,https://d-nb.info/1187930199/34,"https://scholar.google.com/scholar?cites=17863372777265079631&as_sdt=2005&sciodt=0,5&hl=en",173
3,"J Sun, Q Gu, T Zheng, P Dong…",Joint communication and computing resource allocation in vehicular edge computing,2019,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1550147719837859,"https://scholar.google.com/scholar?cites=12006139165411820793&as_sdt=2005&sciodt=0,5&hl=en",174
4,"J Wang, L Wu, KKR Choo, D He",Blockchain based anonymous authentication with key management for smart grid edge computing infrastructure,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8809247/,"https://scholar.google.com/scholar?cites=15681749637735095477&as_sdt=2005&sciodt=0,5&hl=en",175
2,"M Belbahri, E Sari, S Darabi, VP Nia",Foothill: A quasiconvex regularization for edge computing of deep neural networks,2019,International Conference on Image …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-27272-2_1,"https://scholar.google.com/scholar?cites=17401765495142796438&as_sdt=2005&sciodt=0,5&hl=en",176
3,"Q Jia, R Xie, Q Tang, X Li, T Huang, J Liu, Y Liu",Energy-efficient computation offloading in 5G cellular networks with edge computing and D2D communications,2019,IET Communications,IET,https://digital-library.theiet.org/content/journals/10.1049/iet-com.2018.5934,"https://scholar.google.com/scholar?cites=5379362515039703270&as_sdt=2005&sciodt=0,5&hl=en",177
2,"H Zhang, S Li, W Yan, Z Jiang, W Wei",A Knowledge Sharing Framework for Green Supply Chain Management Based on Blockchain and Edge Computing,2019,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-9271-9_34,"https://scholar.google.com/scholar?cites=6243288856505246745&as_sdt=2005&sciodt=0,5&hl=en",178
4,"X Niu, S Shao, C Xin, J Zhou, S Guo, X Chen…",Workload allocation mechanism for minimum service delay in edge computing-based power Internet of Things,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8727524/,"https://scholar.google.com/scholar?cites=17136299168155440237&as_sdt=2005&sciodt=0,5&hl=en",179
3,"M Hartmann, US Hashmi…","Edge computing in smart health care systems: Review, challenges, and research directions",2019,Transactions on Emerging …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3710,"https://scholar.google.com/scholar?cites=5875119005317634820&as_sdt=2005&sciodt=0,5&hl=en",180
2,JH Huh,Reefer container monitoring system using PLC-based communication technology for maritime edge computing,2019,The Journal of Supercomputing,Springer,https://link.springer.com/article/10.1007/s11227-019-02864-z,"https://scholar.google.com/scholar?cites=7526538241007324411&as_sdt=2005&sciodt=0,5&hl=en",181
3,"C Brecher, M Buchsbaum…","Control from the Cloud: Edge Computing, Services and Digital Shadow for Automation Technologies",2019,… Conference on Robotics …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8793488/,"https://scholar.google.com/scholar?cites=3348373075247147538&as_sdt=2005&sciodt=0,5&hl=en",182
2,"A Rodríguez, A Navarro, R Asenjo, F Corbera…",Exploring heterogeneous scheduling for edge computing with CPU and FPGA MPSoCs,2019,Journal of Systems …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383762119300918,"https://scholar.google.com/scholar?cites=11702181084561355519&as_sdt=2005&sciodt=0,5&hl=en",183
2,"I Galanis, SSN Perala, I Anagnostopoulos",Edge computing and efficient resource management for integration of video devices in smart grid deployments,2019,IoT for Smart Grids,Springer,https://link.springer.com/chapter/10.1007/978-3-030-03640-9_6,"https://scholar.google.com/scholar?cites=9440940868734172912&as_sdt=2005&sciodt=0,5&hl=en",184
3,"Y Chen, H Wen, J Wu, H Song, A Xu, Y Jiang, T Zhang…",Clustering based physical-layer authentication in edge computing systems with asymmetric resources,2019,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/19/8/1926,"https://scholar.google.com/scholar?cites=6066503665261553261&as_sdt=2005&sciodt=0,5&hl=en",185
5,"Y Tang, K Guo, J Ma, Y Shen, T Chi",A smart caching mechanism for mobile multimedia in information centric networking with edge computing,2019,Future Generation Computer Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18311841,"https://scholar.google.com/scholar?cites=17806698791272233596&as_sdt=2005&sciodt=0,5&hl=en",186
5,"D Li, P Hong, K Xue, J Pei",Virtual network function placement and resource optimization in NFV and edge computing enabled networks,2019,Computer Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128618305000,"https://scholar.google.com/scholar?cites=475733385845483911&as_sdt=2005&sciodt=0,5&hl=en",188
3,"Y He, Y Chen, J Lu, C Chen, G Wu",Scheduling multiple agile earth observation satellites with an edge computing framework and a constructive heuristic algorithm,2019,Journal of Systems Architecture,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383762118304673,"https://scholar.google.com/scholar?cites=15180757733897421312&as_sdt=2005&sciodt=0,5&hl=en",189
2,"CH Liu, JC Gu",Modeling and Integrating PV Stations into IEC 61850 XMPP Intelligent Edge Computing Gateway,2019,Energies,mdpi.com,https://www.mdpi.com/1996-1073/12/8/1442,"https://scholar.google.com/scholar?cites=16147933696497503887&as_sdt=2005&sciodt=0,5&hl=en",190
26,"Z Li, Z Yang, S Xie",Computing resource trading for edge-cloud-assisted Internet of Things,2019,IEEE Transactions on Industrial Informatics,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8633978/,"https://scholar.google.com/scholar?cites=3075862898046674412&as_sdt=2005&sciodt=0,5&hl=en",191
3,"M Villari, M Fazio, S Dustdar, O Rana, DN Jha…","Osmosis: The osmotic computing platform for microelements in the cloud, edge, and internet of things",2019,Computer,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8781958/,"https://scholar.google.com/scholar?cites=4794626792006623369&as_sdt=2005&sciodt=0,5&hl=en",192
6,"K Jain, S Mohapatra","Taxonomy of Edge Computing: Challenges, Opportunities, and Data Reduction Methods",2019,Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-99061-3_4,"https://scholar.google.com/scholar?cites=5213941050000554650&as_sdt=2005&sciodt=0,5&hl=en",193
2,P Mendki,Blockchain Enabled IoT Edge Computing,2019,Proceedings of the 2019 International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3320154.3320166,"https://scholar.google.com/scholar?cites=9504228692395882280&as_sdt=2005&sciodt=0,5&hl=en",194
2,"S Jiang, X Li, J Wu",Hierarchical Edge-Cloud Computing for Mobile Blockchain Mining Game,2019,2019 IEEE 39th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8884921/,"https://scholar.google.com/scholar?cites=16567143636255683818&as_sdt=2005&sciodt=0,5&hl=en",195
1,"DR Sangolli, NM Ravindrarao, PC Patil…",Enabling High Availability Edge Computing Platform,2019,2019 7th IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8710683/,"https://scholar.google.com/scholar?cites=1351944336236377375&as_sdt=2005&sciodt=0,5&hl=en",196
2,"G Ananthanarayanan, V Bahl, L Cox, A Crown…",Video Analytics-Killer App for Edge Computing,2019,Proceedings of the 17th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3307334.3328589,"https://scholar.google.com/scholar?cites=1392804372577471096&as_sdt=2005&sciodt=0,5&hl=en",197
1,"J Liang, F Liu, S Li, Z Cai",A Comparative Research on Open Source Edge Computing Systems,2019,International Conference on Artificial …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-24265-7_14,"https://scholar.google.com/scholar?cites=5275067069450602730&as_sdt=2005&sciodt=0,5&hl=en",198
6,"M Guo, L Li, Q Guan",Energy-Efficient and Delay-Guaranteed Workload Allocation in IoT-Edge-Cloud Computing Systems,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8736731/,"https://scholar.google.com/scholar?cites=11374320716800713192&as_sdt=2005&sciodt=0,5&hl=en",199
2,JS Murthy,EdgeCloud: A Distributed Management System for Resource Continuity in Edge to Cloud Computing Environment,2019,The Rise of Fog Computing in the Digital Era,igi-global.com,https://www.igi-global.com/chapter/edgecloud/210710,"https://scholar.google.com/scholar?cites=10614685005730511844&as_sdt=2005&sciodt=0,5&hl=en",200
3,"S Deng, H Zhao, J Yin, S Dustdar…",Edge Intelligence: the Confluence of Edge Computing and Artificial Intelligence,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1909.00560,"https://scholar.google.com/scholar?cites=5850044048518593570&as_sdt=2005&sciodt=0,5&hl=en",201
5,"R Ullah, MAU Rehman, BS Kim",Design and Implementation of an Open Source Framework and Prototype for Named Data Networking-Based Edge Cloud Computing System,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8703380/,"https://scholar.google.com/scholar?cites=3472589488348364512&as_sdt=2005&sciodt=0,5&hl=en",202
1,I Sittón-Candanedo,Edge Computing: A Review of Application Scenarios,2019,… Symposium on Distributed Computing and Artificial …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-23946-6_24,"https://scholar.google.com/scholar?cites=7857114832131347817&as_sdt=2005&sciodt=0,5&hl=en",204
13,"D D'Agostino, L Morganti, E Corni, D Cesini…","Combining edge and cloud computing for low-power, cost-effective metagenomics analysis",2019,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18300293,"https://scholar.google.com/scholar?cites=329817442156404290&as_sdt=2005&sciodt=0,5&hl=en",205
1,"Q Zheng, Z Ping",Simulation study on latency-aware network in edge computing,2019,2019 6th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8820488/,"https://scholar.google.com/scholar?cites=10923459566167226083&as_sdt=2005&sciodt=0,5&hl=en",206
1,"R Moreno-Vozmediano, E Huedo…",A Disaggregated Cloud Architecture for Edge Computing,2019,IEEE Internet …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8766955/,"https://scholar.google.com/scholar?cites=1407513481280500196&as_sdt=2005&sciodt=0,5&hl=en",207
1,"B Huang, X Li, D Li",Green virtualized edge computing: Successive Cournot model analysis,2019,AIP Conference Proceedings,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.5090758,"https://scholar.google.com/scholar?cites=3338817026846208393&as_sdt=2005&sciodt=0,5&hl=en",208
4,"Z Tao, Q Xia, Z Hao, C Li, L Ma, S Yi…",A Survey of Virtual Machine Management in Edge Computing,2019,Proceedings of the …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8772112/,"https://scholar.google.com/scholar?cites=16302169253023027421&as_sdt=2005&sciodt=0,5&hl=en",209
16,"W Chen, B Liu, H Huang, S Guo, Z Zheng",When UAV swarm meets edge-cloud computing: The QoS perspective,2019,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8675170/,"https://scholar.google.com/scholar?cites=2690461380238912058&as_sdt=2005&sciodt=0,5&hl=en",210
1,"Y Wang, J Yang, X Guo, Z Qu",A game-theoretic approach to computation offloading in satellite edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8945402/,"https://scholar.google.com/scholar?cites=16890709285163750366&as_sdt=2005&sciodt=0,5&hl=en",211
2,"A Pravin, P Jacob, G Nagarajan",A comprehensive survey on edge computing for the IoT,2019,Edge Computing and …,igi-global.com,https://www.igi-global.com/chapter/a-comprehensive-survey-on-edge-computing-for-the-iot/232000,"https://scholar.google.com/scholar?cites=10618046977794893108&as_sdt=2005&sciodt=0,5&hl=en",212
2,"Y Zeng, M Chao, R Stoleru",EmuEdge: A hybrid emulator for reproducible and realistic edge computing experiments,2019,2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8822062/,"https://scholar.google.com/scholar?cites=14672800840989793733&as_sdt=2005&sciodt=0,5&hl=en",213
1,"T Bahreini, H Badri, D Grosu",Energy-aware capacity provisioning and resource allocation in edge computing systems,2019,… Conference on Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-030-23374-7_3,"https://scholar.google.com/scholar?cites=17191969448526016197&as_sdt=2005&sciodt=0,5&hl=en",214
4,"J Luo, X Deng, H Zhang, H Qi",QoE-driven computation offloading for edge computing,2019,Journal of Systems Architecture,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383762118304430,"https://scholar.google.com/scholar?cites=15955317909844341010&as_sdt=2005&sciodt=0,5&hl=en",215
