Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
1,"Y Ma, W Liang, S Guo",Mobility-Aware Delay-Sensitive Service Provisioning for Mobile Edge Computing,2019,IEEE INFOCOM 2019-IEEE Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8845082/,"https://scholar.google.com/scholar?cites=11548639735969123784&as_sdt=2005&sciodt=0,5&hl=en",165,1,"Mobile Edge Computing (MEC) has recently emerged as a promising technology to push the cloud frontier to the network edge, provisioning network services in close proximity of mobile users. Serving users at edge clouds has many advantages, such as reducing service delay …"
3,"K Kaur, S Garg, G Kaddoum, M Guizani…",A lightweight and privacy-preserving authentication protocol for mobile edge computing,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1907.08896,"https://scholar.google.com/scholar?cites=2149273054491353135&as_sdt=2005&sciodt=0,5&hl=en",166,1,"With the advent of the Internet-of-Things (IoT), vehicular networks and cyber-physical systems, the need for real-time data processing and analysis has emerged as an essential pre-requite for customers' satisfaction. In this direction, Mobile Edge Computing (MEC) …"
1,"F Vázquez-Gallego, R Vilalta, A García…",A Mobile Edge Computing-based Collision Avoidance System for Future Vehicular Networks,2019,… -IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8845107/,"https://scholar.google.com/scholar?cites=15786494626661323654&as_sdt=2005&sciodt=0,5&hl=en",167,1,"Mobile Edge Computing (MEC) is a key enabler for the deployment of vehicular use cases, as it guarantees low latency and high bandwidth requirements. In this paper, we propose a MEC-based cooperative Collision Avoidance (MECAV) system designed to anticipate the …"
1,"J Liu, Q Zhang",Reliability and Latency Aware Code-Partitioning Offloading in Mobile Edge Computing,2019,2019 IEEE Wireless Communications and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8885778/,"https://scholar.google.com/scholar?cites=6804195360272692585&as_sdt=2005&sciodt=0,5&hl=en",168,1,"A variety of emerging use cases, eg virtual reality, autonomous vehicle, etc., require to reliably complete computation-intensive tasks within stringent latency. Mobile edge computing (MEC) is one of the promising solutions to provide computation capacity with low …"
3,"B Gu, Z Zhou",Task Offloading in Vehicular Mobile Edge Computing: A Matching-Theoretic Framework,2019,IEEE Vehicular Technology Magazine,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8753694/,"https://scholar.google.com/scholar?cites=1282813642039253177&as_sdt=2005&sciodt=0,5&hl=en",169,1,"Mobile edge computing (MEC) is an emerging technology that leverages computing, storage, and network resources deployed in the proximity of users to offload terminals from computation intensive and delay-sensitive tasks. In this article, a vehicular MEC system is …"
2,"X Diao, J Zheng, Y Cai, Y Wu…",Fair Data Allocation and Trajectory Optimization for UAV-Assisted Mobile Edge Computing,2019,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8847371/,"https://scholar.google.com/scholar?cites=837641594353449150&as_sdt=2005&sciodt=0,5&hl=en",170,1,"This letter investigates fairness-aware task data allocation and trajectory optimization in unmanned aerial vehicles (UAV)-assisted mobile edge computing (MEC) systems, where a fixed-wing UAV is used as a flying computing server to receive task data of mobile terminals …"
1,"H Zhang, W Wu, C Wang, M Li…",Deep reinforcement learning-based offloading decision optimization in mobile edge computing,2019,2019 IEEE Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8886332/,"https://scholar.google.com/scholar?cites=1406277031283401144&as_sdt=2005&sciodt=0,5&hl=en",171,1,"As a promising technique, mobile edge computing (MEC) has attracted significant attention from both academia and industry. However, the offloading decision for computing tasks in MEC is usually complicated and intractable. In this paper, we propose a novel framework for …"
2,"Z Zhu, F Wu, J Cao, X Li, G Jia",A Thread-Oriented Memory Resource Management Framework for Mobile Edge Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8682120/,"https://scholar.google.com/scholar?cites=2452744966798329653&as_sdt=2005&sciodt=0,5&hl=en",172,1,"Increasing the number of cores is one of the most effective methods to enhance performance. However, an extensive experimental study on mobile edge computing (eg, Android devices) indicates that the memory management system has gradually become a …"
1,"L Zhang, H Zhang, L Yu, H Xu…",Virtual resource allocation for mobile edge computing: A hypergraph matching approach,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013384/,"https://scholar.google.com/scholar?cites=10415708931333900980&as_sdt=2005&sciodt=0,5&hl=en",173,1,"In this paper, the energy efficient virtual machine (VM) placement and virtual resource allocation problem for the mobile edge computing (MEC) system is explored. Particularly, we develop an optimization framework of energy consumption minimization for computing and …"
2,"L Chen, X Li, H Ji, VCM Leung",Computation offloading balance in small cell networks with mobile edge computing,2019,Wireless Networks,Springer,https://link.springer.com/article/10.1007/s11276-018-1735-y,"https://scholar.google.com/scholar?cites=13098588929042087332&as_sdt=2005&sciodt=0,5&hl=en",174,1,"As a promising way to offset the low computation capacity of user equipments (UEs), mobile edge computing (MEC) has attracted great attention of academy and industrial recently. By deploying MEC servers in small cell networks, the communication rate and computation …"
1,"X Zheng, Y Chen, M Alam, J Guo",Multi-Task Scheduling Based on Classification in Mobile Edge Computing,2019,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/8/9/938,"https://scholar.google.com/scholar?cites=4013932622311177349&as_sdt=2005&sciodt=0,5&hl=en",175,1,"In this paper, a dynamic multi-task scheduling prototype is proposed to improve the limited resource utilization in the vehicular networks (VNET) assisted by mobile edge computing (MEC). To ensure quality of service (QoS) and meet the growing data demands, multi-task …"
1,"A Aghdai, Y Xu, M Huang, DH Dai, HJ Chao",Enabling Mobility in LTE-Compatible Mobile-edge Computing with Programmable Switches,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1905.05258,"https://scholar.google.com/scholar?cites=9948635158295818807&as_sdt=2005&sciodt=0,5&hl=en",176,1,Network softwarization triggered a new wave of innovation in modern network design. The next generation of mobile networks embraces this trend. Mobile-edge computing (MEC) is a key part of emerging mobile networks that enables ultra-low latency mission-critical …
1,"N Chetty, S Alathur",An architecture for digital hate content reduction with mobile edge computing,2019,Digital Communications and Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352864819300331,"https://scholar.google.com/scholar?cites=125917627008123874&as_sdt=2005&sciodt=0,5&hl=en",177,1,Mobile devices with social media applications are the prevalent user equipment to generate and consume digital hate content. The objective of this paper is to propose a mobile edge computing architecture for regulating and reducing hate content at the user's level. In this …
2,"B Hussain, Q Du, S Zhang, A Imran, MA Imran",Mobile Edge Computing-Based Data-Driven Deep Learning Framework for Anomaly Detection,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8844663/,"https://scholar.google.com/scholar?cites=17962059869087393259&as_sdt=2005&sciodt=0,5&hl=en",178,1,"5G is anticipated to embed an artificial intelligence (AI)-empowerment to adroitly plan, optimize and manage the highly complex network by leveraging data generated at different positions of the network architecture. Outages and situation leading to congestion in a cell …"
1,"H Meng, D Chao, Q Guo",Deep reinforcement learning based task offloading algorithm for mobile-edge computing systems,2019,Proceedings of the 2019 4th International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3325730.3325732,"https://scholar.google.com/scholar?cites=10147125213238724505&as_sdt=2005&sciodt=0,5&hl=en",179,1,"Mobile-edge computing (MEC) is deemed to a promising paradigm. By deploying high-performance servers on the mobile access network side, MEC can provide auxiliary computing power for mobile devices, greatly reducing the computing pressure of mobile …"
1,"J Liu, L Li, F Yang, X Liu, X Li, X Tang…",Minimization of Offloading Delay for Two-Tier UAV with Mobile Edge Computing,2019,2019 15th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8766778/,"https://scholar.google.com/scholar?cites=10916062806891626282&as_sdt=2005&sciodt=0,5&hl=en",180,1,"In this paper, we study the offloading problem in a mobile edge computing (MEC) network consisting of two-tier UAV. The high-altitude platform unmanned aerial vehicle (HAP-UAV) is equipped with a MEC server to complete the computing tasks of the low altitude platform …"
1,"Y Zeng, J Xie, H Jiang, G Huang, S Yi, N Xiong, J Li",Smart caching based on user behavior for mobile edge computing,2019,Information Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S0020025519305948,"https://scholar.google.com/scholar?cites=13337247656119748781&as_sdt=2005&sciodt=0,5&hl=en",181,1,"With the explosive growth in wireless data traffic, it is difficult to support the massive consumption of backhaul link bandwidth. Mobile edge computing (MEC) uses edge caching to store content closer to the end user in case to reduce the computational overhead and …"
5,"B Liu, J Wang, S Ma, F Zhou, Y Ma, G Lu",Energy-Efficient Cooperation in Mobile Edge Computing-Enabled Cognitive Radio Networks,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8681509/,"https://scholar.google.com/scholar?cites=14306099912702561708&as_sdt=2005&sciodt=0,5&hl=en",182,1,"Traditional mobile edge computing (MEC) methods always assume that the wireless devices (WDs) can offload their data to the base stations (BSs) or the access points (APs) at any time, which are not practical due to the tension between a large number of the WDs and the …"
2,"AH Ismail, NA El-Bahnasawy, HFA Hamed",AGCM: Active Queue Management-Based Green Cloud Model for Mobile Edge Computing,2019,Wireless Personal …,Springer,https://link.springer.com/article/10.1007/s11277-019-06119-1,"https://scholar.google.com/scholar?cites=4498663616972666500&as_sdt=2005&sciodt=0,5&hl=en",183,1,"Mobile edge computing (MEC) introduced a way for mobile users to acquire the benefits of cloud computing and satisfy the continuous growth of data demands. Still, amidst the evolutionary development of cloud computing and MEC, the wireless bandwidth and mobile …"
2,"Q Wang, S Guo, J Liu, C Pan…",Profit maximization incentive mechanism for resource providers in mobile edge computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8744396/,"https://scholar.google.com/scholar?cites=7309969599560216360&as_sdt=2005&sciodt=0,5&hl=en",184,1,"Mobile edge computing (MEC) has become a promising technique to accommodate demands of resource-constrained mobile devices by offloading the task onto edge clouds nearby. However, most existing works only focus on whether to offload or where to offload …"
1,"X Hou, Z Ren, K Yang, C Chen…",IIoT-MEC: A novel mobile edge computing framework for 5G-enabled IIoT,2019,2019 IEEE Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8885703/,"https://scholar.google.com/scholar?cites=8592986286601699734&as_sdt=2005&sciodt=0,5&hl=en",185,1,"Industrial Internet of Things (IIoT) is a revolution which is changing the visage of industry in a profound manner. However, it brings many opportunities as well as many puzzles and challenges. Facing with billions of programmable IIoT devices, the traditional IIoT …"
1,"J Huang, Y Qian, RQ Hu",A Vehicle-Assisted Data Offloading in Mobile Edge Computing Enabled Vehicular Networks,2019,2019 IEEE Global Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013760/,"https://scholar.google.com/scholar?cites=14637058528381948733&as_sdt=2005&sciodt=0,5&hl=en",186,1,"With the emerging applications of vehicular networks, how to provide sufficient communication and computation supports are the two most important challenges for vehicular communication systems. Cloud-based vehicular networks and mobile edge …"
2,"L Fan, W Yan, X Chen, Z Chen, Q Shi",An energy efficient design for UAV communication with mobile edge computing,2019,China Communications,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8633301/,"https://scholar.google.com/scholar?cites=9275246186314412648&as_sdt=2005&sciodt=0,5&hl=en",187,1,This paper considers a UAV communication system with mobile edge computing (MEC). We minimize the energy consumption of the whole system via jointly optimizing the UAV's trajectory and task assignment as well as CPU's computational speed under the set of …
1,"F Hao, G Pang, Z Pei, KY Qin, Y Zhang…",Virtual Machines Scheduling in Mobile Edge Computing: A Formal Concept Analysis Approach,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8620359/,"https://scholar.google.com/scholar?cites=1518768681790880854&as_sdt=2005&sciodt=0,5&hl=en",188,1,"Mobile Edge Computing (MEC) is providing cloud computing capabilities within the radio access networks and offering a new paradigm to liberate the mobile devices from heavy computational workloads. Importantly, MEC can effectively reduce latency, avoid congestion …"
1,"A Younis, TX Tran, D Pompili",On-demand video-streaming quality of experience maximization in mobile edge computing,2019,"… on"" A World of Wireless, Mobile …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8793052/,"https://scholar.google.com/scholar?cites=1900046552353146521&as_sdt=2005&sciodt=0,5&hl=en",189,1,Mobile Edge Computing (MEC) has recently emerged as a promising paradigm to enhance mobile networks' performance by providing cloud-computing capabilities to the edge of the Radio Access Network (RAN) with the deployment of MEC servers right at the Base Stations …
1,"H Peng, Q Ye, X Shen",Spectrum Resource Management for Multi-Access Edge Computing in Autonomous Vehicular Networks,2019,arXiv preprint arXiv:1901.00808,arxiv.org,https://arxiv.org/abs/1901.00808,"https://scholar.google.com/scholar?cites=6716581491931456938&as_sdt=2005&sciodt=0,5&hl=en",190,1,"In this paper, a dynamic spectrum management framework is proposed to improve spectrum resource utilization in a multi-access edge computing (MEC) in autonomous vehicular network (AVNET). To support the increasing data traffic and guarantee quality-of-service …"
3,"QV Pham, TH Nguyen, Z Han…",Coalitional Games for Computation Offloading in NOMA-Enabled Multi-Access Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8917566/,"https://scholar.google.com/scholar?cites=2862341124982649831&as_sdt=2005&sciodt=0,5&hl=en",191,1,Multi-access edge computing (MEC) and nonorthogonal multiple access (NOMA) are two enabling technologies in the 5G network and beyond. MEC admits user equipments (UEs) running many more compute-intensive applications by providing computing capabilities at …
8,"W Wu, F Zhou, RQ Hu, B Wang",Energy-Efficient Resource Allocation for Secure NOMA-Enabled Mobile Edge Computing Networks,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8886467/,"https://scholar.google.com/scholar?cites=7949050450691638042&as_sdt=2005&sciodt=0,5&hl=en",192,1,"Mobile edge computing (MEC) has been envisaged as a promising technique in the next-generation wireless networks. In order to improve the security of computation tasks offloading and enhance user connectivity, physical layer security and non-orthogonal …"
2,"A Zhu, S Guo, M Ma, H Feng, B Liu, X Su…",Computation offloading for workflow in mobile edge computing based on deep Q-learning,2019,2019 28th Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8770689/,"https://scholar.google.com/scholar?cites=10553378440095407095&as_sdt=2005&sciodt=0,5&hl=en",193,1,Mobile edge computing (MEC) can significantly enhance device computing power by offloading service workflows from mobile device computing to mobile network edges. Thus how to implement an efficient computation offloading mechanism is a major challenge …
1,"M Zeng, V Fodor",Dynamic Spectrum Sharing for Load Balancing in Multi-Cell Mobile Edge Computing,2019,IEEE Wireless Communications Letters,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8869846/,"https://scholar.google.com/scholar?cites=13644109624610736456&as_sdt=2005&sciodt=0,5&hl=en",194,1,"Large-scale mobile edge computing (MEC) systems require scalable solutions to allocate communication and computing resources to the users. In this letter we address this challenge by applying dynamic spectrum sharing among the base stations (BSs), together …"
2,"B Yang, X Cao, J Bassey, X Li…",Computation Offloading in Multi-Access Edge Computing Networks: A Multi-Task Learning Approach,2019,ICC 2019-2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8761212/,"https://scholar.google.com/scholar?cites=7851371378879187521&as_sdt=2005&sciodt=0,5&hl=en",195,1,"Multi-access edge computing (MEC) has already shown the potential in enabling mobile devices to bear the computation-intensive applications by offloading some tasks to a nearby access point (AP) integrated with a MEC server (MES). However, due to the varying network …"
2,"CX Mavromoustakis, G Mastorakis, JM Batalla",A Mobile Edge Computing Model Enabling Efficient Computation Offload-Aware Energy Conservation,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8777080/,"https://scholar.google.com/scholar?cites=805988167761130366&as_sdt=2005&sciodt=0,5&hl=en",196,1,"This paper elaborates on alleviating the energy conservation problem in wireless devices operating under the Internet of Things (IoT) environments, by using machine-to-machine (M2M) communication mechanisms. Such IoT wireless terminals, such as wearables, smart …"
1,"W Zhan, H Duan, Q Zhu",Multi-user offloading and resource allocation for vehicular multi-access edge computing,2019,2019 IEEE International Conferences …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8982622/,"https://scholar.google.com/scholar?cites=10953894687640613325&as_sdt=2005&sciodt=0,5&hl=en",197,1,"By providing computation capability in the vicinity of vehicle terminals (VTs), multi-access edge computing (MEC) enables resource-demanding in-vehicle applications with significantly lower latency and less energy consumption. In this paper, we investigate the …"
2,"YT Chen, W Liao",Mobility-Aware Service Function Chaining in 5G Wireless Networks with Mobile Edge Computing,2019,ICC 2019-2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8761306/,"https://scholar.google.com/scholar?cites=6093926825240359061&as_sdt=2005&sciodt=0,5&hl=en",198,1,"The incorporation of Virtual Network Function (VNF)/Service Function Chaining (SFC) and Mobile Edge Computing (MEC) allows 5G networks to deliver a variety of services and applications in a more flexible manner. However, without inter-MEC handoffs for the VNFs of …"
3,"Y Lu, X Huang, Y Dai, S Maharjan…",Differentially Private Asynchronous Federated Learning for Mobile Edge Computing in Urban Informatics,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8843942/,"https://scholar.google.com/scholar?cites=6786261879470137384&as_sdt=2005&sciodt=0,5&hl=en",199,1,"Driven by technologies such as Mobile Edge Computing (MEC) and 5G, recent years have witnessed the rapid development of urban informatics, where a large amount of data is generated. To cope with the growing data, Artificial Intelligence (AI) algorithms have been …"
1,"TX Tran, K Chan, D Pompili",COSTA: Cost-aware Service Caching and Task Offloading Assignment in Mobile-Edge Computing,2019,2019 16th Annual IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8824854/,"https://scholar.google.com/scholar?cites=14537239210758433682&as_sdt=2005&sciodt=0,5&hl=en",200,1,This paper considers a Mobile-Edge Computing (MEC) enabled wireless network where the MEC-enabled Base Station (MBSs) can host application services and execute computation tasks corresponding to these services when they are offloaded from resource-constrained …
5,"IA Elgendy, W Zhang, YC Tian, K Li",Resource allocation and computation offloading with data security for mobile edge computing,2019,Future Generation Computer Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18328346,"https://scholar.google.com/scholar?cites=153109564752642728&as_sdt=2005&sciodt=0,5&hl=en",201,1,"With the considerable growth of mobile users (MUs) and IoT devices, complex applications and multimedia services are rapidly increasing, thereby requiring additional computations and high data communication. However, these devices are still resource-constrained with …"
2,"T Chanyour, M El Ghmary, Y Hmimz…",Energy‐efficient and delay‐aware multitask offloading for mobile edge computing networks,2019,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3673,"https://scholar.google.com/scholar?cites=10325810675104316957&as_sdt=2005&sciodt=0,5&hl=en",202,1,Mobile edge computing (MEC) is a recent technology that intends to free mobile devices from computationally intensive workloads by offloading them to a nearby resource‐rich edge architecture. It helps to reduce network traffic bottlenecks and offers new opportunities …
2,"F Guo, FR Yu, H Zhang, H Ji, M Liu…",Adaptive Resource Allocation in Future Wireless Networks with Blockchain and Mobile Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8928522/,"https://scholar.google.com/scholar?cites=6433706668916353230&as_sdt=2005&sciodt=0,5&hl=en",203,1,"In this paper, we present a blockchain-based mobile edge computing (B-MEC) framework for adaptive resource allocation and computation offloading in future wireless networks, where the blockchain works as an overlaid system to provide management and control …"
1,"F Wang, H Xing, J Xu",Optimal Resource Allocation for Wireless Powered Mobile Edge Computing with Dynamic Task Arrivals,2019,ICC 2019-2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8761143/,"https://scholar.google.com/scholar?cites=6915520234709397884&as_sdt=2005&sciodt=0,5&hl=en",204,1,"This paper considers a wireless powered multiuser mobile edge computing (MEC) system, where a multi-antenna access point (AP) employs the radio-frequency (RF) signal based wireless power transfer (WPT) to charge a number of distributed users, and each user …"
1,"P Wang, Z Zheng, B Di, L Song",HetMEC: Latency-optimal Task Assignment and Resource Allocation for Heterogeneous Mobile Edge Computing,2019,arXiv preprint arXiv:1901.09307,arxiv.org,https://arxiv.org/abs/1901.09307,"https://scholar.google.com/scholar?cites=1448834352809457408&as_sdt=2005&sciodt=0,5&hl=en",205,1,"Driven by great demands on low-latency services of the edge devices (EDs), mobile edge computing (MEC) has been proposed to enable the computing capacities at the edge of the radio access network. However, conventional MEC servers suffer disadvantages such as …"
1,"S Wang, C Ding, N Zhang, X Liu, A Zhou…",A cloud-guided feature extraction approach for image retrieval in mobile edge computing,2019,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8851250/,"https://scholar.google.com/scholar?cites=17230152752174455650&as_sdt=2005&sciodt=0,5&hl=en",206,1,"Mobile Edge Computing (MEC) can facilitate various important image retrieval applications for mobile users by offloading partial computation tasks from resource-limited mobile devices to edge servers. However, existing related works suffer from two major limitations.(i) …"
4,"X Lin, J Li, W Yang, J Wu, Z Zong…",Vehicle-to-cloudlet: Game-based computation demand response for mobile edge computing through vehicles,2019,2019 IEEE 89th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8746335/,"https://scholar.google.com/scholar?cites=16163303651079164904&as_sdt=2005&sciodt=0,5&hl=en",207,1,"Mobile Edge Computing (MEC) is a novel platform to bring computation resources close to local users in vicinity constrained, obtaining the nickname of Cloudlet on the edge of the network. However, due to users' behaviors, computation resources demands show spatial …"
1,"B Guo, X Zhang, Y Wang, H Yang",Deep-Q-network-based multimedia multi-service QoS optimization for mobile edge computing systems,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8890704/,"https://scholar.google.com/scholar?cites=18280329503249542674&as_sdt=2005&sciodt=0,5&hl=en",208,1,"By offloading storage and computing resources to the edge of networks, mobile edge computing (MEC) is emerged as a promising architecture to reduce the transmission delay and bandwidth waste for mobile multimedia services. This paper focuses on a multi-service …"
6,"Z Yang, C Pan, J Hou…",Efficient Resource Allocation for Mobile-Edge Computing Networks with NOMA: Completion Time and Energy Minimization,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8804222/,"https://scholar.google.com/scholar?cites=13383858254353877847&as_sdt=2005&sciodt=0,5&hl=en",209,1,This paper investigates an uplink non-orthogonal multiple access (NOMA)-based mobile-edge computing (MEC) network. Our objective is to minimize a linear combination of the completion time of all users' tasks and the total energy consumption of all users including …
1,"W Fang, S Ding, Y Li, W Zhou, N Xiong",OKRA: optimal task and resource allocation for energy minimization in mobile edge computing systems,2019,Wireless Networks,Springer,https://link.springer.com/article/10.1007/s11276-019-02000-y,"https://scholar.google.com/scholar?cites=6667335308412691045&as_sdt=2005&sciodt=0,5&hl=en",210,1,"To cope with the computational and energy constraints of mobile devices, Mobile Edge Computing (MEC) has recently emerged as a new paradigm that provides IT and cloud-computing services at mobile network edge in close proximity to mobile devices. This paper …"
1,"S Bi, L Huang, YJA Zhang",Joint Optimization of Service Caching Placement and Computation Offloading in Mobile Edge Computing System,2019,arXiv preprint arXiv:1906.00711,arxiv.org,https://arxiv.org/abs/1906.00711,"https://scholar.google.com/scholar?cites=2166430505625350877&as_sdt=2005&sciodt=0,5&hl=en",211,1,"In mobile edge computing (MEC) systems, edge service caching refers to pre-storing the necessary programs for executing certain computation tasks at MEC servers. At resource-constrained edge servers, service caching placement is in general a complicated problem …"
1,"C Li, W Chen, J Tang, Y Luo",Radio and computing resource allocation with energy harvesting devices in mobile edge computing environment,2019,Computer Communications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0140366418307503,"https://scholar.google.com/scholar?cites=7730087118043234790&as_sdt=2005&sciodt=0,5&hl=en",212,1,Mobile edge computing (MEC) has been recognized as a promising technique for the Internet of Things (IoT) era which allow the booming mobile devices offload their highly demanding tasks to the MEC server thus release these resource-limited devices from poor …
1,"P Paymard, N Mokari",Resource allocation in PD‐NOMA–based mobile edge computing system: Multiuser and multitask priority,2019,Transactions on Emerging …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3631,"https://scholar.google.com/scholar?cites=10631043806027665187&as_sdt=2005&sciodt=0,5&hl=en",213,1,"Mobile edge computing (MEC) is a new network architecture concept that enables cloud computing capabilities at the edge of the cellular network, and hence, MEC has the ability to process the computation tasks in close proximity to the network edge. In this paper, we …"
2,"MT Kabir, C Masouros",A Scalable Energy vs. Latency Trade-Off in Full-Duplex Mobile Edge Computing Systems,2019,IEEE Transactions on Communications,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8710260/,"https://scholar.google.com/scholar?cites=15525212803660018795&as_sdt=2005&sciodt=0,5&hl=en",214,1,"In this paper, we investigate the offloading energy and latency trade-off in a multiuser full-duplex (FD) system. We consider a multi-user FD system where a FD base station (BS), equipped with a mobile-edge computing (MEC) server, carries out data transmission in the …"
4,"S Chen, H Wen, J Wu, A Xu, Y Jiang, H Song, Y Chen",Radio Frequency Fingerprint-Based Intelligent Mobile Edge Computing for Internet of Things Authentication,2019,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/19/16/3610,"https://scholar.google.com/scholar?cites=15712217968852367462&as_sdt=2005&sciodt=0,5&hl=en",215,1,"In this paper, a light-weight radio frequency fingerprinting identification (RFFID) scheme that combines with a two-layer model is proposed to realize authentications for a large number of resource-constrained terminals under the mobile edge computing (MEC) scenario without …"
1,"Q Liu, Z Chen, J Wu, Y Deng, K Liu, L Wang",An Efficient Task Scheduling Strategy Utilizing Mobile Edge Computing in Autonomous Driving Environment,2019,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/8/11/1221,"https://scholar.google.com/scholar?cites=12711110420581879922&as_sdt=2005&sciodt=0,5&hl=en",216,1,"With the rapid development of various new types of services, autonomous driving has received extensive attention. Due to the dense traffic flow, the limited battery life and computing power of the vehicles, intelligent vehicles are unable to support some …"
4,"C Wu, X Chen, T Yoshinaga, Y Ji, Y Zhang",Integrating licensed and unlicensed spectrum in the internet of vehicles with mobile edge computing,2019,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8782876/,"https://scholar.google.com/scholar?cites=4115259878408619983&as_sdt=2005&sciodt=0,5&hl=en",217,1,"In order to satisfy the application requirements in Internet of Vehicles scenarios, it is important to efficiently utilize different wireless spectrums while considering the dynamic features of network environments. In this article, we propose a context-aware communication …"
2,"X Diao, J Zheng, Y Wu, Y Cai, A Anpalagan","Joint Trajectory Design, Task Data, and Computing Resource Allocations for NOMA-Based and UAV-Assisted Mobile Edge Computing",2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8809879/,"https://scholar.google.com/scholar?cites=8108262332646094350&as_sdt=2005&sciodt=0,5&hl=en",218,1,"Mobile edge computing (MEC) has been considered as a promising technique to address the explosively growing computation-intensive applications. Thanks to the flexibility of the unmanned aerial vehicles (UAVs), the UAV-assisted MEC can serve mobile terminals (MTs) …"
1,"WA Egner, LB Quinn",Method and apparatus for optimizing mobile edge computing for nomadic computing capabilities as a service,2019,"US Patent 10,326,766",Google Patents,https://patents.google.com/patent/US10326766B2/en,"https://scholar.google.com/scholar?cites=13260573219699304151&as_sdt=2005&sciodt=0,5&hl=en",219,1,"A system and method for operating an edge compute advisory system comprising a network adapter to receive a compute work request from a client device seeking edge computing resources of a mobile edge computing system, wherein the compute work request includes …"
